cluster_name,career_title,keyskill_name,weight_percentage
"Marketing, Sales & Service",Logistics Coordinator,Problem Solving,10
"Marketing, Sales & Service",Logistics Coordinator,Scheduling,10
"Marketing, Sales & Service",Distribution Manager,Distribution Management,35
"Marketing, Sales & Service",Distribution Manager,Team Leadership,25
"Marketing, Sales & Service",Distribution Manager,Communication,20
"Marketing, Sales & Service",Distribution Manager,Organization,10
"Marketing, Sales & Service",Distribution Manager,Inventory Control,10
"Marketing, Sales & Service",Customer Relationship Manager,Relationship Management,35
"Marketing, Sales & Service",Customer Relationship Manager,Communication,25
"Marketing, Sales & Service",Customer Relationship Manager,Problem Solving,20
"Marketing, Sales & Service",Customer Relationship Manager,Customer Service,10
"Marketing, Sales & Service",Customer Relationship Manager,Data Analysis,10
"Marketing, Sales & Service",Product Manager,Product Management,35
"Marketing, Sales & Service",Product Manager,Marketing Strategy,25
"Marketing, Sales & Service",Product Manager,Communication,20
"Marketing, Sales & Service",Product Manager,Data Analysis,10
"Marketing, Sales & Service",Product Manager,Team Leadership,10
"Marketing, Sales & Service",Service Manager,Service Management,35
"Marketing, Sales & Service",Service Manager,Customer Service,25
"Marketing, Sales & Service",Service Manager,Team Leadership,20
"Marketing, Sales & Service",Service Manager,Communication,10
"Marketing, Sales & Service",Service Manager,Problem Solving,10
"Marketing, Sales & Service",Inventory Manager,Inventory Management,35
"Marketing, Sales & Service",Inventory Manager,Organization,25
"Marketing, Sales & Service",Inventory Manager,Data Analysis,20
"Marketing, Sales & Service",Inventory Manager,Communication,10
"Marketing, Sales & Service",Inventory Manager,Record Keeping,10
"Marketing, Sales & Service",Retail Store Manager,Store Management,35
"Marketing, Sales & Service",Retail Store Manager,Team Leadership,25
"Marketing, Sales & Service",Retail Store Manager,Communication,20
"Marketing, Sales & Service",Retail Store Manager,Sales,10
"Marketing, Sales & Service",Retail Store Manager,Customer Service,10
"Marketing, Sales & Service",Customer Support Executive,Customer Support,35
"Marketing, Sales & Service",Customer Support Executive,Communication,25
"Marketing, Sales & Service",Customer Support Executive,Problem Solving,20
"Marketing, Sales & Service",Customer Support Executive,Conflict Resolution,10
"Marketing, Sales & Service",Customer Support Executive,Patience,10
"Marketing, Sales & Service",After Sales Service Manager,After Sales Service,35
"Marketing, Sales & Service",After Sales Service Manager,Customer Service,25
"Marketing, Sales & Service",After Sales Service Manager,Team Leadership,20
"Marketing, Sales & Service",After Sales Service Manager,Communication,10
"Marketing, Sales & Service",After Sales Service Manager,Problem Solving,10
STEM,Research Scientist,Research,35
STEM,Research Scientist,Experimentation,25
STEM,Research Scientist,Data Analysis,20
STEM,Research Scientist,Communication,10
STEM,Research Scientist,Reporting,10
STEM,Biologist,Biology,35
STEM,Biologist,Experimentation,25
STEM,Biologist,Data Analysis,20
STEM,Biologist,Communication,10
STEM,Biologist,Research,10
STEM,Chemist,Chemistry,35
STEM,Chemist,Experimentation,25
STEM,Chemist,Lab Skills,20
STEM,Chemist,Data Analysis,10
STEM,Chemist,Communication,10
STEM,Physicist,Physics,35
STEM,Physicist,Experimentation,25
STEM,Physicist,Data Analysis,20
STEM,Physicist,Research,10
STEM,Physicist,Communication,10
STEM,Mathematician,Mathematics,35
STEM,Mathematician,Problem Solving,25
STEM,Mathematician,Data Analysis,20
STEM,Mathematician,Research,10
STEM,Mathematician,Communication,10
STEM,Statistician,Statistics,35
STEM,Statistician,Data Analysis,25
STEM,Statistician,Research,20
STEM,Statistician,Communication,10
STEM,Statistician,Reporting,10
STEM,Environmental Scientist,Environmental Science,35
STEM,Environmental Scientist,Research,25
STEM,Environmental Scientist,Data Analysis,20
STEM,Environmental Scientist,Experimentation,10
STEM,Environmental Scientist,Communication,10
STEM,Geologist,Geology,35
STEM,Geologist,Fieldwork,25
STEM,Geologist,Data Analysis,20
STEM,Geologist,Research,10
STEM,Geologist,Reporting,10
STEM,Astronomer,Astronomy,35
STEM,Astronomer,Data Analysis,25
STEM,Astronomer,Research,20
STEM,Astronomer,Experimentation,10
STEM,Astronomer,Communication,10
STEM,Oceanographer,Oceanography,35
STEM,Oceanographer,Fieldwork,25
STEM,Oceanographer,Data Analysis,20
STEM,Oceanographer,Research,10
STEM,Oceanographer,Reporting,10
STEM,Meteorologist,Meteorology,35
STEM,Meteorologist,Data Analysis,25
STEM,Meteorologist,Research,20
STEM,Meteorologist,Reporting,10
STEM,Meteorologist,Communication,10
STEM,Ecologist,Ecology,35
STEM,Ecologist,Fieldwork,25
STEM,Ecologist,Data Analysis,20
STEM,Ecologist,Research,10
STEM,Ecologist,Reporting,10
STEM,Zoologist,Zoology,35
STEM,Zoologist,Research,25
STEM,Zoologist,Data Analysis,20
STEM,Zoologist,Fieldwork,10
STEM,Zoologist,Communication,10
STEM,Botanist,Botany,35
STEM,Botanist,Research,25
STEM,Botanist,Data Analysis,20
STEM,Botanist,Experimentation,10
STEM,Botanist,Communication,10
STEM,Microbiologist,Microbiology,35
STEM,Microbiologist,Laboratory Skills,25
STEM,Microbiologist,Research,20
STEM,Microbiologist,Data Analysis,10
STEM,Microbiologist,Reporting,10
STEM,Geneticist,Genetics,35
STEM,Geneticist,Research,25
STEM,Geneticist,Data Analysis,20
STEM,Geneticist,Laboratory Skills,10
STEM,Geneticist,Reporting,10
STEM,Biochemist,Biochemistry,35
STEM,Biochemist,Research,25
STEM,Biochemist,Laboratory Skills,20
STEM,Biochemist,Data Analysis,10
STEM,Biochemist,Communication,10
STEM,Biomedical Engineer,Biomedical Engineering,35
STEM,Biomedical Engineer,Technical Skills,25
STEM,Biomedical Engineer,Research,20
STEM,Biomedical Engineer,Data Analysis,10
STEM,Biomedical Engineer,Communication,10
STEM,Materials Scientist,Materials Science,35
STEM,Materials Scientist,Research,25
STEM,Materials Scientist,Data Analysis,20
STEM,Materials Scientist,Experimentation,10
STEM,Materials Scientist,Reporting,10
STEM,Robotics Engineer,Robotics,35
STEM,Robotics Engineer,Programming,25
STEM,Robotics Engineer,Problem Solving,20
STEM,Robotics Engineer,Research,10
STEM,Robotics Engineer,Communication,10
STEM,Data Analyst,Data Analysis,35
STEM,Data Analyst,Statistics,25
STEM,Data Analyst,Reporting,20
STEM,Data Analyst,Communication,10
STEM,Data Analyst,Problem Solving,10
STEM,Statistician (Math),Statistics,35
STEM,Statistician (Math),Data Analysis,25
STEM,Statistician (Math),Research,20
STEM,Statistician (Math),Communication,10
STEM,Statistician (Math),Reporting,10
STEM,Computer Scientist,Computer Science,35
STEM,Computer Scientist,Programming,25
STEM,Computer Scientist,Problem Solving,20
STEM,Computer Scientist,Research,10
STEM,Computer Scientist,Communication,10
"Transportation, Distribution & Logistics",Logistics Manager,Logistics Management,35
"Transportation, Distribution & Logistics",Logistics Manager,Supply Chain,25
"Transportation, Distribution & Logistics",Logistics Manager,Communication,20
"Transportation, Distribution & Logistics",Logistics Manager,Problem Solving,10
"Transportation, Distribution & Logistics",Logistics Manager,Data Analysis,10
"Transportation, Distribution & Logistics",Transportation Manager,Transportation Planning,35
"Transportation, Distribution & Logistics",Transportation Manager,Operations,25
"Transportation, Distribution & Logistics",Transportation Manager,Communication,20
"Transportation, Distribution & Logistics",Transportation Manager,Scheduling,10
"Transportation, Distribution & Logistics",Transportation Manager,Problem Solving,10
"Transportation, Distribution & Logistics",Fleet Manager,Fleet Management,35
"Transportation, Distribution & Logistics",Fleet Manager,Maintenance,25
"Transportation, Distribution & Logistics",Fleet Manager,Communication,20
"Transportation, Distribution & Logistics",Fleet Manager,Scheduling,10
"Transportation, Distribution & Logistics",Fleet Manager,Data Analysis,10
"Transportation, Distribution & Logistics",Warehouse Manager,Warehouse Management,35
"Transportation, Distribution & Logistics",Warehouse Manager,Inventory Control,25
"Transportation, Distribution & Logistics",Warehouse Manager,Communication,20
"Transportation, Distribution & Logistics",Warehouse Manager,Organization,10
"Transportation, Distribution & Logistics",Warehouse Manager,Data Analysis,10
"Transportation, Distribution & Logistics",Supply Chain Analyst,Supply Chain Analysis,35
"Transportation, Distribution & Logistics",Supply Chain Analyst,Data Analysis,25
"Transportation, Distribution & Logistics",Supply Chain Analyst,Communication,20
"Transportation, Distribution & Logistics",Supply Chain Analyst,Problem Solving,10
"Transportation, Distribution & Logistics",Supply Chain Analyst,Reporting,10
"Transportation, Distribution & Logistics",Freight Forwarder,Freight Management,35
"Transportation, Distribution & Logistics",Freight Forwarder,Documentation,25
"Transportation, Distribution & Logistics",Freight Forwarder,Communication,20
"Transportation, Distribution & Logistics",Freight Forwarder,Compliance,10
"Transportation, Distribution & Logistics",Freight Forwarder,Scheduling,10
"Transportation, Distribution & Logistics",Customs Broker,Customs Clearance,35
"Transportation, Distribution & Logistics",Customs Broker,Compliance,25
"Transportation, Distribution & Logistics",Customs Broker,Communication,20
"Transportation, Distribution & Logistics",Customs Broker,Documentation,10
"Transportation, Distribution & Logistics",Customs Broker,Data Analysis,10
"Transportation, Distribution & Logistics",Inventory Control Manager,Inventory Control,35
"Transportation, Distribution & Logistics",Inventory Control Manager,Data Analysis,25
"Transportation, Distribution & Logistics",Inventory Control Manager,Organization,20
"Transportation, Distribution & Logistics",Inventory Control Manager,Communication,10
"Transportation, Distribution & Logistics",Inventory Control Manager,Reporting,10
"Transportation, Distribution & Logistics",Distribution Manager,Distribution Management,35
"Transportation, Distribution & Logistics",Distribution Manager,Logistics,25
"Transportation, Distribution & Logistics",Distribution Manager,Communication,20
"Transportation, Distribution & Logistics",Distribution Manager,Scheduling,10
"Transportation, Distribution & Logistics",Distribution Manager,Data Analysis,10
"Transportation, Distribution & Logistics",Shipping & Receiving Clerk,Shipping & Receiving,35
"Transportation, Distribution & Logistics",Shipping & Receiving Clerk,Documentation,25
"Transportation, Distribution & Logistics",Shipping & Receiving Clerk,Communication,20
"Transportation, Distribution & Logistics",Shipping & Receiving Clerk,Organization,10
"Transportation, Distribution & Logistics",Shipping & Receiving Clerk,Data Entry,10
"Transportation, Distribution & Logistics",Dispatcher,Dispatching,35
"Transportation, Distribution & Logistics",Dispatcher,Scheduling,25
"Transportation, Distribution & Logistics",Dispatcher,Communication,20
"Transportation, Distribution & Logistics",Dispatcher,Organization,10
"Transportation, Distribution & Logistics",Dispatcher,Problem Solving,10
"Transportation, Distribution & Logistics",Driver,Driving,35
"Transportation, Distribution & Logistics",Driver,Safety Awareness,25
"Transportation, Distribution & Logistics",Driver,Route Planning,20
"Transportation, Distribution & Logistics",Driver,Communication,10
"Transportation, Distribution & Logistics",Driver,Time Management,10
"Transportation, Distribution & Logistics",Courier,Delivery Management,35
"Transportation, Distribution & Logistics",Courier,Route Planning,25
"Transportation, Distribution & Logistics",Courier,Communication,20
"Transportation, Distribution & Logistics",Courier,Customer Service,10
"Transportation, Distribution & Logistics",Courier,Time Management,10
"Transportation, Distribution & Logistics",Inventory Clerk,Inventory Management,35
"Transportation, Distribution & Logistics",Inventory Clerk,Data Entry,25
"Transportation, Distribution & Logistics",Inventory Clerk,Communication,20
"Transportation, Distribution & Logistics",Inventory Clerk,Organization,10
"Transportation, Distribution & Logistics",Inventory Clerk,Attention to Detail,10
"Transportation, Distribution & Logistics",Traffic Manager,Traffic Management,35
"Transportation, Distribution & Logistics",Traffic Manager,Communication,25
"Transportation, Distribution & Logistics",Traffic Manager,Scheduling,20
"Transportation, Distribution & Logistics",Traffic Manager,Data Analysis,10
"Transportation, Distribution & Logistics",Traffic Manager,Reporting,10
"Transportation, Distribution & Logistics",Railway Operations Manager,Rail Operations,35
"Transportation, Distribution & Logistics",Railway Operations Manager,Scheduling,25
"Transportation, Distribution & Logistics",Railway Operations Manager,Communication,20
"Transportation, Distribution & Logistics",Railway Operations Manager,Problem Solving,10
"Transportation, Distribution & Logistics",Railway Operations Manager,Safety Practices,10
"Transportation, Distribution & Logistics",Airline Operations Manager,Airline Operations,35
"Transportation, Distribution & Logistics",Airline Operations Manager,Scheduling,25
"Transportation, Distribution & Logistics",Airline Operations Manager,Communication,20
"Transportation, Distribution & Logistics",Airline Operations Manager,Compliance,10
"Transportation, Distribution & Logistics",Airline Operations Manager,Data Analysis,10
"Transportation, Distribution & Logistics",Port Operations Manager,Port Operations,35
"Transportation, Distribution & Logistics",Port Operations Manager,Logistics,25
"Transportation, Distribution & Logistics",Port Operations Manager,Communication,20
"Transportation, Distribution & Logistics",Port Operations Manager,Scheduling,10
"Transportation, Distribution & Logistics",Port Operations Manager,Compliance,10
"Transportation, Distribution & Logistics",Aviation Safety Inspector,Safety Inspection,35
"Transportation, Distribution & Logistics",Aviation Safety Inspector,Compliance,25
"Transportation, Distribution & Logistics",Aviation Safety Inspector,Communication,20
"Transportation, Distribution & Logistics",Aviation Safety Inspector,Reporting,10
"Transportation, Distribution & Logistics",Aviation Safety Inspector,Data Analysis,10
"Transportation, Distribution & Logistics",Marine Engineer,Marine Engineering,35
"Transportation, Distribution & Logistics",Marine Engineer,Maintenance,25
"Transportation, Distribution & Logistics",Marine Engineer,Communication,20
"Transportation, Distribution & Logistics",Marine Engineer,Safety Practices,10
"Transportation, Distribution & Logistics",Marine Engineer,Problem Solving,10
